iter	Logloss
421	0.17155701
422	0.171434862
423	0.1713688003
424	0.1712240024
425	0.1711277368
426	0.1710513902
427	0.1709449314
428	0.1708119065
429	0.17071191
430	0.1706248305
431	0.1705365451
432	0.170448053
433	0.1703429344
434	0.1701969156
435	0.1701031101
436	0.1699978663
437	0.1699062742
438	0.1697929253
439	0.169720611
440	0.1696497881
441	0.1695715413
442	0.1694855576
443	0.1693848262
444	0.1691856788
445	0.169092932
446	0.168998314
447	0.1688913584
448	0.1688371012
449	0.1687543715
450	0.1686013393
451	0.1685302953
452	0.1684215343
453	0.1683180778
454	0.1682312053
455	0.1681268106
456	0.1680272469
457	0.1679298652
458	0.1678284591
459	0.1677092295
460	0.1676204859
461	0.1675495179
462	0.1674553078
463	0.167364728
464	0.1672706463
465	0.1671847084
466	0.1671139813
467	0.1670350405
468	0.1669317356
469	0.1668766633
470	0.1667899485
471	0.1666791712
472	0.1666205645
473	0.1665084683
474	0.1663871106
475	0.1662886479
476	0.1661857738
477	0.1660668984
478	0.1659819705
479	0.1658629277
480	0.1656603575
481	0.1655545096
482	0.1654508289
483	0.1653705011
484	0.1652680543
485	0.1651417346
486	0.1650302196
487	0.1649484727
488	0.1649005927
489	0.1648559855
490	0.1647141718
491	0.1646448203
492	0.1645220219
493	0.1643976223
494	0.1643197176
495	0.1642366598
496	0.1641810152
497	0.1640704353
498	0.1639316155
499	0.1638178279
500	0.1637315647
501	0.163656253
502	0.1635710402
503	0.1634807518
504	0.1634105853
505	0.1633436406
506	0.1632718924
507	0.1631880946
508	0.1630353294
509	0.1629207788
510	0.1628106094
511	0.1627181095
512	0.1626180368
513	0.1625000927
514	0.1624336008
515	0.1623555232
516	0.162253016
517	0.1621762424
518	0.1620776349
519	0.1619954276
520	0.1618647008
521	0.1617947114
522	0.1616989502
523	0.1616022123
524	0.161545595
525	0.1614426717
526	0.1613818079
527	0.1612937506
528	0.1612298243
529	0.1611786595
530	0.1611176015
531	0.161077175
532	0.1609952517
533	0.1609552803
534	0.1608883971
535	0.1608454311
536	0.1607945261
537	0.1607023927
538	0.1606300402
539	0.1605800658
540	0.1604712417
541	0.1603652366
542	0.1602550334
543	0.1601621783
544	0.1600647052
545	0.1599393665
546	0.1598402309
547	0.1596944957
548	0.1596166557
549	0.1595091308
550	0.1594295528
551	0.1593504082
552	0.1592651265
553	0.1591905566
554	0.1590989348
555	0.1589924818
556	0.1589244948
557	0.1588391958
558	0.1587567575
559	0.1586765954
560	0.1585089789
561	0.1584175051
562	0.1583643315
563	0.1583096765
564	0.1582325714
565	0.1581596968
566	0.1580870054
567	0.1579784176
568	0.1578722186
569	0.1578018862
570	0.1577342823
571	0.1576814793
572	0.1576173044
573	0.1575543346
574	0.157478767
575	0.1572558968
576	0.1571228408
577	0.1570476634
578	0.156971757
579	0.1568867925
580	0.1567800759
581	0.1567165771
582	0.1566194149
583	0.1565314857
584	0.1564663679
585	0.1564000946
586	0.1563518348
587	0.1562916758
588	0.1562221571
589	0.1561480689
590	0.1560929596
591	0.1559805724
592	0.1559068699
593	0.155854703
594	0.1557614079
595	0.1556837026
596	0.1556103717
597	0.1555227587
598	0.1554317096
599	0.1552639489
600	0.1551954196
601	0.1551346747
602	0.155055869
603	0.1549984562
604	0.1549128759
605	0.1548261109
606	0.1547630174
607	0.1547170262
608	0.1546385607
609	0.1545521682
610	0.1544780779
611	0.1543972443
612	0.1543105789
613	0.1542288126
614	0.1541477731
615	0.1540747927
616	0.1539816002
617	0.1539225433
618	0.1538707034
619	0.1537610179
620	0.1536639368
621	0.1535784337
622	0.1535179156
623	0.1534235022
624	0.1532970261
625	0.1532165365
626	0.1530990011
627	0.1530270652
628	0.1529497426
629	0.1528285832
630	0.1527765318
631	0.1526696248
632	0.152597641
633	0.1525241928
634	0.1524295815
635	0.1523543716
636	0.152206118
637	0.1521411843
638	0.1520891914
639	0.1520442849
640	0.1519395994
641	0.1518911428
642	0.1518589128
643	0.1517669694
644	0.15165765
645	0.1515696207
646	0.1514660918
647	0.1513825308
648	0.1513194632
649	0.1512435403
650	0.1511788349
651	0.1511013219
652	0.1510513599
653	0.1509916729
654	0.150921733
655	0.1508255147
656	0.150714906
657	0.1505005344
658	0.150441221
659	0.1503906776
660	0.1503090388
661	0.1502095554
662	0.1501521681
663	0.1500224672
664	0.1499407294
665	0.1498821449
666	0.149772489
667	0.1496786142
668	0.1495849591
669	0.1495299123
670	0.1494758726
671	0.149413105
672	0.1493410903
673	0.149269476
674	0.14920337
675	0.1490997639
676	0.1490359763
677	0.1489473457
678	0.1488705605
679	0.1487952237
680	0.1487359381
681	0.1486656428
682	0.1485677842
683	0.1484787146
684	0.1483944707
685	0.1483009156
686	0.1482416568
687	0.148143874
688	0.1480738559
689	0.1479956969
690	0.147920552
691	0.1478526852
692	0.1477500637
693	0.1476243084
694	0.1475306361
695	0.1474590493
696	0.1474028843
697	0.1473281193
698	0.1472752773
699	0.1472055863
700	0.1471338065
701	0.1470669028
702	0.1469746202
703	0.1468291417
704	0.1467675925
705	0.1467156915
706	0.1465545923
707	0.1464959766
708	0.146421
709	0.1463597257
710	0.1462743615
711	0.1462111223
712	0.1461138246
713	0.1460019334
714	0.1459138135
715	0.1458685738
716	0.1457834131
717	0.1457259136
718	0.1456293948
719	0.1455337333
720	0.145497141
721	0.1454584685
722	0.1453879573
723	0.145326225
724	0.1452723914
725	0.1452306227
726	0.145129123
727	0.1450826874
728	0.1450067623
729	0.1449467591
730	0.1448635053
731	0.1447846778
732	0.1447070034
733	0.1446544657
734	0.1446051993
735	0.1445132945
736	0.1444331573
737	0.1443917946
738	0.1442927406
739	0.1442087845
740	0.1441511522
741	0.1441044755
742	0.1440501426
743	0.143961513
744	0.1439119781
745	0.1438149928
746	0.1437347392
747	0.1436728622
748	0.1436223085
749	0.1435513745
750	0.1434816532
751	0.1433896661
752	0.1433335463
753	0.1432529661
754	0.1431951052
755	0.1430985388
756	0.1430280936
757	0.1429441226
758	0.142867522
759	0.1427733378
760	0.1427090594
761	0.1426548408
762	0.1425676649
763	0.1424846151
764	0.1423822577
765	0.1423329596
766	0.1422676313
767	0.1422248805
768	0.1421601487
769	0.1419737441
770	0.1418954792
771	0.141823562
772	0.1417761759
773	0.141734747
774	0.1416728476
775	0.1416122367
776	0.1415109247
777	0.1414388091
778	0.1414043779
779	0.1413330466
780	0.1413032436
781	0.1412369351
782	0.1411807326
783	0.1411314087
784	0.1410919462
785	0.1410449904
786	0.140999079
787	0.1409581569
788	0.1409081495
789	0.1408557309
790	0.1407908069
791	0.140723904
792	0.1406507844
793	0.1405531308
794	0.1404473409
795	0.1403792068
796	0.1403470317
797	0.1402819002
798	0.1402417665
799	0.1401584578
800	0.140088587
801	0.140035877
802	0.1399872461
803	0.1399078027
804	0.1398109638
805	0.1397579184
806	0.1397033236
807	0.1396149861
808	0.1395851477
809	0.1395291379
810	0.1394506658
811	0.139396744
812	0.1393408093
813	0.1392596566
814	0.1392017439
815	0.1391474336
816	0.1390680564
817	0.1389863594
818	0.13891362
819	0.1388666449
820	0.1387966026
821	0.1387172239
822	0.1386712051
823	0.1386227871
824	0.1385533459
825	0.1385070363
826	0.1384273345
827	0.1383796214
828	0.1383176169
829	0.1382670205
830	0.138198334
831	0.1381699427
832	0.1381154585
833	0.1380349437
834	0.1379630135
835	0.1378767122
836	0.1378022005
837	0.1377473285
838	0.1377008629
839	0.1376164416
840	0.1375534366
841	0.1375104152
842	0.1374407647
843	0.1373875628
844	0.1373099673
845	0.1372280196
846	0.1371683017
847	0.1371352194
848	0.1370851524
849	0.137020444
850	0.1369682122
851	0.1368939042
852	0.1368403094
853	0.1368045726
854	0.1367469674
855	0.1366810171
856	0.1365399703
857	0.1364951489
858	0.1364281386
859	0.1363513326
860	0.1362932343
861	0.1362544958
862	0.1362009931
863	0.1361404841
864	0.136099066
865	0.1360462773
866	0.136005448
867	0.1359422457
868	0.1358511847
869	0.1357723118
870	0.1357137052
871	0.1356751456
872	0.1355550757
873	0.1354847388
874	0.1354052678
875	0.1353219552
876	0.1352422892
877	0.1350802831
878	0.1349901833
879	0.134895531
880	0.1348269841
881	0.1347591487
882	0.1347091651
883	0.1346589539
884	0.13461649
885	0.1345827484
886	0.1345265251
887	0.1344911839
888	0.1344214418
889	0.1343512323
890	0.1342914453
891	0.1341347158
892	0.134055684
893	0.1339825318
894	0.1339255527
895	0.1338577816
896	0.133800905
897	0.1337387125
898	0.1336874721
899	0.1336282732
900	0.1335977325
901	0.1335130831
902	0.133463023
903	0.1333572682
904	0.1332925499
905	0.1332236659
906	0.1331552598
907	0.1331122488
908	0.1330178129
909	0.1329637166
910	0.1329128114
911	0.1328433612
912	0.1327801045
913	0.132753376
914	0.1327244679
915	0.1326686025
916	0.1326389057
917	0.1326061563
918	0.1325246654
919	0.1324414508
920	0.1323762173
921	0.1323486237
922	0.1321928942
923	0.1321360588
924	0.1320777751
925	0.1320526877
926	0.131977871
927	0.1319310093
928	0.1318507281
929	0.1317935671
930	0.1317338974
931	0.131676678
932	0.1315785625
933	0.1314911239
934	0.1314308584
935	0.1313577715
936	0.1312689695
937	0.1312192889
938	0.1311404022
939	0.1310702055
940	0.1309985602
941	0.130947307
942	0.130899271
943	0.1308686645
944	0.1308439191
945	0.1307799979
946	0.1307484954
947	0.1306615879
948	0.1305682041
949	0.1305211587
950	0.1304596409
951	0.1303787391
952	0.1302801983
953	0.1302259435
954	0.1301423862
955	0.1300695971
956	0.1300123719
957	0.1299121539
958	0.1298087625
959	0.1297448503
960	0.1297163139
961	0.1296340173
962	0.1295808571
963	0.1295305037
964	0.1294678058
965	0.1293895767
966	0.129337138
967	0.1293177792
968	0.1292490044
969	0.1291514154
970	0.1290806578
971	0.129017522
972	0.1289328908
973	0.1288744633
974	0.1288019738
975	0.1287459517
976	0.1286914127
977	0.1286252449
978	0.1285347059
979	0.1284991452
980	0.1283894608
981	0.1283239358
982	0.128280403
983	0.1282334475
984	0.1282005023
985	0.1281632479
986	0.1281021201
987	0.1280580059
988	0.1280283131
989	0.1279808175
990	0.127942661
991	0.1278790303
992	0.1278122815
993	0.1277631291
994	0.1277008022
995	0.1276335186
996	0.1275582255
997	0.1275259318
998	0.1274201394
999	0.1273563146
